Id,NewsTitle,MatchedWords,Score,Polarity
961,"FIRST MEDICAL DEVICES CORP FMDC YEAR LOSS",loss,-1,Negative
962,"FIRST MEDICAL FMDC GETS ORDER",,0,Neutral
963,"HEALTHMATE HMTE EXPECTS QUALIFIED OPINION",qualified,1,Positive
964,"BALLY BLY NAMES NEW CHIEF FINANCIAL OFFICER",,0,Neutral
965,"BRAZIL ASKS 60DAY EXTENSION SHORTTERM CREDIT",,0,Neutral
966,"HEALTHMATE INC HMTE 4TH QTR LOSS",loss,-1,Negative
967,"USAIR U CLEARED TO BUY PIEDMONT PIE SHARES",cleared,1,Positive
968,"FED SETS TWO BILLION DLR CUSTOMER REPURCHASE FED SAYS",,0,Neutral
969,"HOUSE OF FABRICS INC HF 4TH QTR JAN 31 NET",,0,Neutral
970,"GERMAN RETAILERS EXPECT GOOD 1987",good,1,Positive
971,"GERMAN WAGE ROUND SAID TO LIMIT MONETARY OPTIONS",limit,-1,Negative
972,"FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY",,0,Neutral
973,"SIEMENS RAISES STAKE IN TELECOM PLUS OF US",,0,Neutral
974,"FIRST INTERSTATE SEEKS ACQUISITION",,0,Neutral
975,"ATLANTIC RESEARCH ATRC WINS MOTOR CONTRACT",wins,1,Positive
976,"THOMAS AND BETTS TNB FILES PATENT SUIT",,0,Neutral
977,"HOUSE OF FABRICS HF SEES RESULTS IMPROVING",improving,1,Positive
978,"US SENATE HITS EC OILS TAX VOWS RETALIATION",,0,Neutral
979,"CROP GENETICS INITIAL OFFERING UNDERWAY",,0,Neutral
980,"KODAK EK BUYS STAKE IN BIOTECHNOLOGY COMPANY",,0,Neutral
981,"AVERY AVY 1ST QTR FEB 28 NET",,0,Neutral
982,"FORD F CREDIT UNIT SELLS NEW ZEALAND DLR FRNS",,0,Neutral
983,"IONICS ION WINS 20YEAR DESALINATION CONTRACT",wins,1,Positive
984,"FED SETS TWO BILLION DLR CUSTOMER REPURCHASE",,0,Neutral
985,"SENATE SEEKS US PROBE OF CANADIAN CORN LEVY",,0,Neutral
986,"RICOH REORGANIZES US UNITS",,0,Neutral
987,"UNITED WATER UWR BASE TEN BASE SET VENTURE",,0,Neutral
988,"KNIGHTRIDDER INC KRN SETS QUARTERLY",,0,Neutral
989,"TECHNITROL INC TNL SETS QUARTERLY",,0,Neutral
990,"NATIONWIDE CELLULAR SERVICE INC NCEL 4TH QTR",,0,Neutral
991,"AHA AUTOMOTIVE TECHNOLOGIES CORP YEAR NET",,0,Neutral
992,"BRAZIL SUGGESTS 60DAY SHORTTERM CREDIT EXTENSION",,0,Neutral
993,"EMHART EMH WINS FOUR COMMUNICATIONS CONTRACTS",wins,1,Positive
994,"FLUOR FLR AND UNITS DOWNGRADED BY SP",,0,Neutral
995,"BRUNSWICK CORP BC SELLS NOTES AT 8199 PCT",,0,Neutral
996,"ROGERS ROG SEES 1ST QTR NET UP SIGNIFICANTLY",,0,Neutral
997,"JOHANNESBURG GOLD SHARES CLOSE MIXED TO FIRMER","gold, firmer",2,Positive
998,"FEEDER CATTLE FUTURES SET NEW HIGHS TURN MIXED",,0,Neutral
999,"CBT CORN SPREADS",,0,Neutral
1000,"TEXAS PANHANDLEW OKLA FEEDLOT ROUNDUP  USDA",,0,Neutral
1001,"MIDWEST GRAIN FUTURES 1100   EDT",,0,Neutral
1002,"VOLCKER PUSHES SPENDING CUTS OVER TRADE BILL",,0,Neutral
1003,"MIDWEST GRAIN FUTURES 1101   EDT",,0,Neutral
1004,"CBT SOYBEAN SPREADS",,0,Neutral
1005,"SIOUX FALLS CATTLE UP 050 DLR  USDA",falls,-1,Negative
1006,"CBT SOYBEAN OIL SPREADS",,0,Neutral
1007,"FLASH SIOUX FALLS HOGS UP 175 DLR  USDA","falls, hogs",-2,Negative
1008,"CBT SOYBEAN MEAL SPREADS",,0,Neutral
1009,"AMERICAN SPORTS ADVISORS PIKS TO LIQUIDATE",,0,Neutral
1010,"NY COFFEE FUTURES SLIGHTLY HIGHER THIN EARLY",,0,Neutral
1011,"THATCHER FIRM AS PRESSURE MOUNTS FOR ELECTIONS",,0,Neutral
1012,"PORTUGUESE AIRLINE CONFIRMS AIRBUS A310 ORDER",,0,Neutral
1013,"FLASH ST PAUL HOGS UP 100200 DLRS  USDA",hogs,-1,Negative
1014,"VOLCKER SAYS RESTRICTIVE MONETARY POLICY WOULD HURT INVESTMENT","restrictive, hurt",-2,Negative
1015,"WORLD SUGAR FUTURES TUMBLE IN EARLY TRADING",tumble,-1,Negative
1016,"GOLD AND SILVER CLOSE OFF HIGHS IN ZURICH",gold,1,Positive
1017,"SWEDENS ERICSSON WINS US ORDER",wins,1,Positive
1018,"FLASH OMAHA HOGS UP 100 DLR  USDA",hogs,-1,Negative
1019,"CBT WHEAT FUTURES OPEN FIRMER SET NEW HIGHS",firmer,1,Positive
1020,"DOLLAR CLOSES LITTLE CHANGED IN FRANKFURT",,0,Neutral
1021,"LIVE HOG FUTURES HIGHER EARLY",,0,Neutral
1022,"MIDWEST GRAIN FUTURES 1110   EDT",,0,Neutral
1023,"HONEYWELL BULL INTRODUCES HIGH PERFORMANCE COMPUTERS FOR MEDIUM LARGE FIRMS",,0,Neutral
1024,"PORK BELLY FUTURES START HIGHER THEN EASE",ease,1,Positive
1025,"MISSOURI DIRECT HOGS UP 100150 DLR  USDA",hogs,-1,Negative
1026,"VOLCKER SEES TIGHT POLICY HURTING INVESTMENT",hurting,-1,Negative
1027,"REUTERS RtrSY UNIT COMPLETES TRADING SYSTEM",,0,Neutral
1028,"LONDON LIFFE DMARK CLOSE 1614  APR 7",,0,Neutral
1029,"LONDON LIFFE SFRANC CLOSE 1616  APR 7",,0,Neutral
1030,"CBT SOYBEAN FUTURES OPEN SLIGHTLY FIRMER",firmer,1,Positive
1031,"DOLLAR REMAINS IN NARROW RANGE IN QUIET ZURICH",quiet,1,Positive
1032,"ST LOUIS CATTLE STEADYUP 050 DLR  USDA",,0,Neutral
1033,"LIFFE AFTER RECORD VOLUMES SEES MORE GROWTH",,0,Neutral
1034,"NEW BEDFORD INSTITUTION FOR SAVINGS NBBS YEAR",savings,1,Positive
1035,"HONEYWELL BULL UNVEILS FIVE NEW COMPUTERS",,0,Neutral
1036,"OXFORD ENERGY CO OEN TO BUILD ENRGY PLANT",,0,Neutral
1037,"POLYDEX POLXF ANTIWRINKLE INGREDIENT PATENTED",,0,Neutral
1038,"DIGITAL TRANSMISSION DTINU OFFERS UNITS",,0,Neutral
1039,"CBT SOYPRODUCT FUTURES HIGHER IN EARLY TRADE",,0,Neutral
1040,"PRESIDENTIAL AIR PAIR IN SALELEASEBACK",,0,Neutral
1041,"MIDWEST GRAIN FUTURES 1120   EDT",,0,Neutral
1042,"HIGHWOOD HIWDF COMMENTS ON SHARE PRICE RISE",,0,Neutral
1043,"SPOT TIN SLIGHTLY LOWER ON EUROPEAN FREE MARKET",free,1,Positive
1044,"FHLBB CHANGES SHORTTERM DISCOUNT NOTE RATES",,0,Neutral
1045,"GENERAL ELECTRICGEPOWERED HELICOPTER UNVEILED",,0,Neutral
1046,"REUTER UNIT COMPLETES MERRILL LYNCH TRADING SYSTEM",,0,Neutral
1047,"AFRICAN DEVELOPMENT BANK LOANS ROSE 42 PCT IN 1986",,0,Neutral
1048,"OMAHA CATTLE UP 050 DLR  USDA",,0,Neutral
1049,"MELRIDGE BULB UNIT IN REAL ESTATE AGREEMENT",agreement,1,Positive
1050,"PHOTRONICS CORP PHOT YEAR FEB 28 NET",,0,Neutral
1051,"MIDWAY AIRLINES MDWY MARCH LOAD FACTOR FALLS",falls,-1,Negative
1052,"OCEAN BIOCHEM INC OBCI YEAR NET",,0,Neutral
1053,"LOWES LOW TO SELL DURAKON DRKN LINER",,0,Neutral
1054,"FEDERAL RESOURCES FDRC NAMES NEW PRESIDENT",,0,Neutral
1055,"WALKER TELECOMMUNICATIONS WTEL GETS CONTRACT",,0,Neutral
1056,"AIDC ISSUES AUSTRALIAN DOLLAR ZERO COUPON EUROBOND",issues,-1,Negative
1057,"TELECOMMUNICATIONS TCOMA SELLS CABLE SYSTEMS",,0,Neutral
1058,"SWEDISH FINANCE FIRMS SEEN HIT BY DEREGULATION",,0,Neutral
1059,"WALL STREET STOCKS HIGHER IN LATE MORNING",,0,Neutral
1060,"ENVIRONMENTAL POWER CORP POWR YEAR NET",,0,Neutral
1061,"SWEDISH INDUSTRY SEES HIGHER 1987 PRODUCTION",,0,Neutral
1062,"US ENERGY FUTURES STEADY BUT QUIET","quiet, steady",2,Positive
1063,"GERMAN LONGTERM CAPITAL INFLOW SLUMPS IN FEBRUARY",,0,Neutral
1064,"BRITISH TELECOM NTT SIGN COOPERATION AGREEMENT",agreement,1,Positive
1065,"SIOUX CITY CATTLE UP 050100 DLR  USDA",,0,Neutral
1066,"NY COTTON FUTURES STEADY IN EARLY TRADING",steady,1,Positive
1067,"SIOUX CITY HOGS STEADYUP 125 DLR  USDA",hogs,-1,Negative
1068,"MIDWEST GRAIN FUTURES 1131   EDT",,0,Neutral
1069,"EC SOURCES SAY UK WHEAT PLAN YET TO BE APPROVED",,0,Neutral
1070,"BROKERAGE FIRM UPS STAKE IN ALLEGHENY AG",,0,Neutral
1071,"UK GRAIN FUTURES CLOSE STEADY TO FIRMER","firmer, steady",2,Positive
1072,"KANSAS CITY SHIPMENTS AND RECEIPTS",,0,Neutral
1073,"STONE STO FILES FOR SECONDARY OFFERING",,0,Neutral
1074,"LME METAL PM 2ND RING VOLUMESPAIDS   APR 7",,0,Neutral
1075,"SPOT LARD TALLOW GREASE STEADY",steady,1,Positive
1076,"BOEING PROPOSES WESTLAND DEAL",,0,Neutral
1077,"ENVIRONMENTAL POWER POWR GETS CONTRACTS",,0,Neutral
1078,"LONE STAR LCE SEES FLAT US CEMENT DEMAND",lone,-1,Negative
1079,"US ALUMINUM STOCKS HIGHER IN DECEMBER  ABMS",,0,Neutral
1080,"MALTA TENDERS FOR WHITE SUGAR TODAY  TRADE",,0,Neutral
1081,"CALTON CN OFFERING DECLARED EFFECTIVE",effective,1,Positive
1082,"CHILIS CHLI FILES FOR CONVERTIBLE DEBENTURES",,0,Neutral
1083,"GOTTHARD BANK SELLS WARRANTS INTO DAINIPPON INK",,0,Neutral
1084,"FED SETS TWODAY SYSTEM REPURCHASES FED SAYS",,0,Neutral
1085,"ALIAS RESEARCH IN CAPITAL JOINT VENTURE",,0,Neutral
1086,"EMERY AIR EAF MARCH SHIPMENTS RISE",,0,Neutral
1087,"CORROON AND BLACK CBL COMPLETE ACQUISITION",,0,Neutral
1088,"COLONIAL CLBGA TO ACQUIRE PENSACOLA BANK",,0,Neutral
1089,"KANSAS CITY WHEAT MARGINALLY FIRMER AT MIDDAY","firmer, marginally",0,Neutral
1090,"MIDWEST GRAIN FUTURES 1140   EDT",,0,Neutral
1091,"ST JOSEPH HOGS UP 100150 DLR  USDA",hogs,-1,Negative
1092,"IaSo Minn direct hogs estimated rcpts 80000 vs actual week ago 85000 and actual year ago 72000",hogs,-1,Negative
1093,"OHIO DIRECT HOGS UP 100 DLR  USDA",hogs,-1,Negative
1094,"ONTARIO TREASURY BILL YIELD RISES",,0,Neutral
1095,"UNIVERSITY UPT REPORTS MARCH LENS SALE",,0,Neutral
1096,"SUPER RITE FOODS INC SRFI SETS QTRLY PAYOUT",super,1,Positive
1097,"KANSAS CITY HOGS UP 150 DLR  USDA",hogs,-1,Negative
1098,"MILTON ROY CO MRC SETS QUARTERLY",,0,Neutral
1099,"JOLIET HOGS UP 100 DLR  USDA",hogs,-1,Negative
1100,"INDIANA DIRECT HOGS UP 100150 DLR  USDA",hogs,-1,Negative
1101,"DELTA AIR DAL TO EXPAND PASSENGER TERMINAL",,0,Neutral
1102,"DOLLAR STEADY IN LATE PARIS TRADING",steady,1,Positive
1103,"GOLDSIL AND GOLDEN RULE AGREE TO MERGE",golden,1,Positive
1104,"FED SETS TWODAY SYSTEM REPURCHASES",,0,Neutral
1105,"COLONIAL BANCGROUP INC CLBGA 1ST QTR NET",,0,Neutral
1106,"Dresdner to propose 1986 dividend 10 marks vs same onefor18 bonus share issue","issue, bonus",0,Neutral
1107,"LONDON OILSSEEDS CLOSE QUIETLY MIXED",,0,Neutral
1108,"WALL STREET STOCKSAUTOMAKERS",,0,Neutral
1109,"ST PAUL CATTLE UP 100150 DLR  USDA",,0,Neutral
1110,"ST PAUL HOGS UP 100200 DLRS  USDA",hogs,-1,Negative
1111,"EUROPEAN SOYFEED AFTERNOON GENERALLY ACTIVE",,0,Neutral
1112,"CASH SOYMEAL BASIS STEADY IN INCREASED TRADE",steady,1,Positive
1113,"MIDWEST GRAIN FUTURES 1150   EDT",,0,Neutral
1114,"BROWNINGFERRIS BFI UNIT SEEKS WASTE PERMIT",waste,-1,Negative
1115,"LONDON SOYMEAL FUTURES CLOSE QUIETLY MIXED",,0,Neutral
1116,"WHITE HOUSE SAYS AID CHIEF PETER MCPHERSON TO BE DEPUTY TREASURY SECRETARY",,0,Neutral
1117,"JAPAN CUTS CHIP SUPPLY MAY PRODUCE SHORTAGE",shortage,-1,Negative
1118,"SENIOR TREASURY AIDE SAYS PARIS PACT TO BE REVIEWED US THINKS IT SUCCESSFUL",successful,1,Positive
1119,"INVESTORS RAISE STAKE IN PUROLATOR PCC",,0,Neutral
1120,"SENIOR US AIDE SAYS NO CONSENSUS YET ON PARIS CLUB RELIEF FOR POOREST NATIONS","poorest, relief",0,Neutral
1121,"LONDON COCOA GRADINGSTENDERS  APR 7",,0,Neutral
1122,"LONDON COFFEE GRADINGSTENDERS AFTERNOON  APR 7",,0,Neutral
1123,"DUTCH MONEY MARKET DEBT RISES IN WEEK",debt,-1,Negative
1124,"INTERNATIONAL BOND HIGHLIGHTS  APRIL 7",,0,Neutral
1125,"SENATE FARM LEADER URGES HELP FOR RURAL AMERICA",,0,Neutral
1126,"KUWAIT ASKS TO USE FOREIGN FLAG TANKERS US SAYS",,0,Neutral
1127,"US GRAIN CERTS SAVE 50100 MLN DLRS  AMSTUTZ",,0,Neutral
1128,"GM GM SHIFTS LATIN AMERICAN ASIA OFFICERS",,0,Neutral
1129,"VOLCKER SAYS FED POLICY NOT RESPONSIBLE FOR PRIME RATE RISE",,0,Neutral
1130,"LONDON EURODOLLAR DEPOSITS CLOSE QUIETLY STEADY",steady,1,Positive
1131,"US URGES SURPLUS NATIONS TO BOOST GROWTH",boost,1,Positive
1132,"REUTER COMMODITIES NEWS HIGHLIGHTS 1600 GMT  APRIL 7",,0,Neutral
1133,"MIDWEST GRAIN FUTURES 1200   EDT",,0,Neutral
1134,"CBT CORN SPREADS",,0,Neutral
1135,"MIDWEST GRAIN FUTURES 1201   EDT",,0,Neutral
1136,"CBT SOYBEAN SPREADS",,0,Neutral
1137,"CBT SOYBEAN OIL SPREADS",,0,Neutral
1138,"LONDON GOLD CLOSES OFF LOWS",gold,1,Positive
1139,"CBT CORN FUTURES HOLD GAINS AT MIDSESSION",gains,1,Positive
1140,"CBT SOYBEAN MEAL SPREADS",,0,Neutral
1141,"CASH PORK CALLED MIXED BEEF HIGHER",,0,Neutral
1142,"GANDALF GANDF BRITISH TELECOM IN AGREEMENT",agreement,1,Positive
1143,"MANHATTAN NATIONAL MLC NAMES NEW CHAIRMAN",,0,Neutral
1144,"ACME PRECISION ACL SETS HOLDER VOTE ON BUYOUT",,0,Neutral
1145,"UAL UAL AIRLINE PILOTS HOLDING NATIONAL MEETING",,0,Neutral
1146,"NATIONAL GYPSUM DEBT UPGRADED BY MOODYS","upgraded, debt",0,Neutral
1147,"NYNEX NYN TO HIRE TEMPORARY WORK FORCE",work,1,Positive
1148,"ERICSSON ERICY GETS U S WEST USW ORDER",,0,Neutral
1149,"MINNEAPOLIS SPRING WHEAT MOSTLY UP AT MIDDAY",,0,Neutral
1150,"MIDWEST GRAIN FUTURES 1210   EDT",,0,Neutral
1151,"VOLCKER SAYS FED POLICY NOT LINKED TO RATE RISE",,0,Neutral
1152,"MIDDAY WINNIPEG OILSEEDS HIGHER",,0,Neutral
1153,"SCRAP COPPER QUOTED AT NOMINAL 5150 CENTS",scrap,-1,Negative
1154,"LONDON COMMODITY EXCHANGE VOLUME STEADY  ICCH",steady,1,Positive
1155,"BANK OF ENGLAND EFFECTIVE INDEX SHOWS DOLLAR AT 1016",effective,1,Positive
1156,"INTERNATIONAL CREDIT HIGHLIGHTS  APRIL 7",,0,Neutral
1157,"CANADA STOCKS HIGHER AT MIDSESSION",,0,Neutral
1158,"AEGON ISSUES 200 MLN GUILDER BONDS WITH WARRANTS",issues,-1,Negative
1159,"OMAHA HOGS UP 100 DLR  USDA",hogs,-1,Negative
1160,"WEIS MARKETS WMK IN THREE FOR TWO STOCK SPLIT",split,-1,Negative
1161,"RAYTHEON RTN RECEIVES 375 MLN DLR CONTRACT",,0,Neutral
1162,"LORIMAR LT GETS OUTBOARD MARINE OMC PACT",,0,Neutral
1163,"MCCORMICK CAPITAL MKOR 1986 YEAR NET",,0,Neutral
1164,"NY FCOJ FUTURES SURGE OFF HIGHS MIDDAY",,0,Neutral
1165,"LONDON SUGAR RALLIES FROM LOWS BY LATE AFTERNOON",,0,Neutral
1166,"PLEXUS PLUSF SETS EQUITY FINANCING",,0,Neutral
1167,"LIVE CATTLE FUTURES MIXED AT MIDSESSION",,0,Neutral
1168,"US SAYS NO PACT ON RELIEF FOR POOREST STATES","poorest, relief",0,Neutral
1169,"LOUISVILLE FEEDERS STEADYUP 100 DLR  USDA",,0,Neutral
1170,"US MINT SEEKING OFFERS ON COPPER NICKEL",,0,Neutral
1171,"FAMILY HEALTH SYSTEMS FHSY TO MAKE PURCHASE",,0,Neutral
1172,"EC SUGAR IMPORT LEVIES",,0,Neutral
1173,"OLD FASHION FOODS INC OFFI 3RD QTR FEB 28 NET",,0,Neutral
1174,"CBT WHEAT FUTURES EASE TO MIXED BY MIDSESSION",ease,1,Positive
1175,"LME COPPER CLOSES AFTER RETREAT FROM EARLIER HIGHS",retreat,-1,Negative
1176,"MOTOROLA MOT SELECTS SYSTEM COMPILERS",,0,Neutral
1177,"MIDWEST GRAIN FUTURES 1220   EDT",,0,Neutral
1178,"MIDSESSION FEEDER CATTLE FUTURES MIXED",,0,Neutral
1179,"CONSOLIDATEDBATHURST SEES BETTER MARKET",better,1,Positive
1180,"LONDON COFFEE CLOSES FIRMER IN DULL TRADING","firmer, dull",0,Neutral
1181,"LONDON EXCHANGES  SDR CALCULATION",,0,Neutral
1182,"MORE US GRAIN CERTIFICATES NEEDED STUDY SAYS",,0,Neutral
1183,"CUMMINS ENGINE CUM SEES IMPROVED EARNINGS",improved,1,Positive
1184,"NORTHWEST TELECOM NOWT MAKES ACQUISITION",,0,Neutral
1185,"MILTON ROY CO MRC SETS REGULAR DIVIDEND",,0,Neutral
1186,"LIVE HOG FUTURES UP FURTHER AT MIDSESSION",,0,Neutral
1187,"LONDON GASOIL CALL COMPLETE  1723  APR 7",,0,Neutral
1188,"bBANK OF CANADA DOLLAR STERLING RATES",,0,Neutral
1189,"OKLAHOMA CITY FEEDERS STEADY  USDA",steady,1,Positive
1190,"OHIO MATTRESS CO OMT 1ST QTR FEB 28 NET",,0,Neutral
1191,"MOODYS MAY UPGRADE PUBLIC SERVICE INDIANAS 11 BILLION DLRS OF DEBT",debt,-1,Negative
1192,"WORLD SUGAR FUTURES PARE LOSSES BY MIDSESSION",losses,-1,Negative
1193,"ITALIAN BANK DEPOSIT GUARANTEE FUND APPROVED",guarantee,1,Positive
1194,"COMPUTER NETWORKCMNT MAKES SIX INSTALLATIONS",,0,Neutral
1195,"LME NICKEL CLOSE SLIPS TO DAYS LOW",,0,Neutral
1196,"CBT SOYBEAN FUTURES MOSTLY HIGHER AT MIDSESSION",,0,Neutral
1197,"YUGOSLAVIA DISCUSSES COMMERCIAL DEBT REFINANCING",debt,-1,Negative
1198,"LME LEAD CLOSES FIRMER","firmer, lead",2,Positive
1199,"LONDON SUGAR NO6 AT 1730  APR 7",,0,Neutral
1200,"BOESKY AIDE DAVIDOFF CONSENTS TO SEC PENALTIES AGREES TO HELP INVESTIGATION",,0,Neutral
1201,"USSR CROP WEATHER SUMMARY  USDANOAA",,0,Neutral
1202,"DOLLAR SLIGHTLY LOWER AT NEW YORK MIDSESSION",,0,Neutral
1203,"LONDON COCOA CLOSES NARROWLY MIXED",,0,Neutral
1204,"SIOUX FALLS HOGS UP 150175 DLR  USDA","falls, hogs",-2,Negative
1205,"MIDWEST GRAIN FUTURES 1230   EDT",,0,Neutral
1206,"US HOUSE LEADER THINKS TAX HIKE WILL PASS",,0,Neutral
1207,"WALL STREET STOCKS HIGHER AT MIDSESSION",,0,Neutral
1208,"US WEATHERCOTTON SUMMARY  USDANOAA",,0,Neutral
1209,"COMEX SILVER FUTURES HOLD GAINS AT MIDDAY",gains,1,Positive
1210,"PORK BELLY FUTURES HIGHER AT MIDSESSION",,0,Neutral
1211,"DOLLAR STEADY IN EUROPE AHEAD OF WASHINGTON TALKS",steady,1,Positive
1212,"US GOLD FUTURES HOLD PARED GAINS AT MIDSESSION","gold, gains",2,Positive
1213,"DALTEX DLTX ASSIGNED PATENT FOR SKIN THERAPY",,0,Neutral
1214,"GRAIN SHIPS WAITING AT NEW ORLEANS",,0,Neutral
1215,"CBT SOYPRODUCT FUTURES HIGHER AT MIDSESSION",,0,Neutral
1216,"CASH WHOLESALE BEEF PRICES",,0,Neutral
1217,"LME ZINC CLOSES STEADY AT LOWER LEVELS",steady,1,Positive
1218,"US SAYS NO PACT ON RELIEF FOR POOREST STATES","poorest, relief",0,Neutral
1219,"BIFFEX FALLS FURTHER BY CLOSE",falls,-1,Negative
1220,"MIDWEST GRAIN FUTURES 1240   EDT",,0,Neutral
1221,"WEST FARGO CATTLE UP 200 DLRS  USDA",,0,Neutral
1222,"CASH WHOLESALE PORK PRICES",,0,Neutral
1223,"CASH GRAIN SORGHUM PRICES",,0,Neutral
1224,"COCOACOFFEESUGAR TRADE NEWSMARKET COMMENT",,0,Neutral
1225,"NY PLATINUM FUTURES HIGHER AT MIDSESSION",,0,Neutral
1226,"BOESKY AIDE AGREES TO STOCK TRADING PENALTIES",,0,Neutral
1227,"GENERAL PARTNERS IS TERMINATING OFFER FOR GENCORP INC",,0,Neutral
1228,"TXW OKLA FEEDLOT CATTLE STDYUP 050 DLRUSDA",,0,Neutral
1229,"MIYAZAWA LEAVES HOTEL FOR MEETING WITH BAKER AT TREASURY JAPANESE OFFICIALS SAY",,0,Neutral
1230,"US LIVESTOCK STRESSED BY WEATHERUSDANOAA",,0,Neutral
1231,"BURLINGTON NORTHERN INC 1ST QTR SHR PROFIT 93 CTS VS LOSS 355 DLRS",loss,-1,Negative
1232,"IOWA GRAIN ELEVATOR EXPLODES BURNS",burns,-1,Negative
1233,"US CREDIT MARKETS MIXED AT MIDSESSION",,0,Neutral
1234,"MIDWEST GRAIN FUTURES 1250   EDT",,0,Neutral
1235,"ARTISTIC GREETINGS ARTG SEES RECOVERY IN NET",recovery,1,Positive
1236,"PARTNERSHIP BUYS 51 PCT ORANGECO OJ STAKE",,0,Neutral
1237,"COOPERATIVE ENERGY TESTS OIL AT TWO WELLS",cooperative,1,Positive
1238,"AVINDA DEBENTURES CONVERTED TO COMMON SHARES",,0,Neutral
1239,"COMEX COPPER FUTURES DROP LATE SETTLE LOWER",,0,Neutral
1240,"MAYMA NAMES CHAIRMAN FOR LS AYRES DIVISION",,0,Neutral
1241,"DOW DOW UNIT GETS FDA REVERSE OSMOSIS PERMIT",,0,Neutral
1242,"CUMMINS ENGINE CO INC CUM SETS PAYOUT",,0,Neutral
1243,"LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE","gains, sharp",2,Positive
1244,"CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP",strong,1,Positive
1245,"PHILADELPHIA ELECTRIC PE REPLACES ENGINEER",,0,Neutral
1246,"KANSAS CITY WHEAT LOSES EARLY GAINS ENDS LOWER","loses, gains",0,Neutral
1247,"MOODYS DOWNGRADES 18 BILLION DLRS OF DEERE RELATED DEBT",debt,-1,Negative
1248,"CANADA LAWMAKERS URGE EXEMPTION FROM US BILL",,0,Neutral
1249,"CENTRAL BANCSHARES CBSS 1ST QTR NET",,0,Neutral
1250,"US CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK",,0,Neutral
1251,"REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7",,0,Neutral
1252,"TEXTRON TXT PLANS SALE OF AVCO DIVISION",,0,Neutral
1253,"NY PLATINUM FUTURES FINISH HIGHER",,0,Neutral
1254,"GREEN TREE ACCEPTANCE INC GNT 1ST QTR NET",,0,Neutral
1255,"MINNEAPOLIS WHEAT PROTEIN SCALES",,0,Neutral
1256,"US IMMIGRATION RULES SPARK CONGRESS OBJECTIONS",objections,-1,Negative
1257,"JAMESWAY JMY SEES YEAR SALES AT 700 MLN DLRS",,0,Neutral
1258,"BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER",strong,1,Positive
1259,"CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS",,0,Neutral
1260,"CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE",crude,-1,Negative
1261,"ATT T GETS GEORGIA RATE REDUCTION APPROVAL",approval,1,Positive
1262,"CHICAGO DELIVERABLE WHEAT STOCKS",,0,Neutral
1263,"CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE",,0,Neutral
1264,"CHICAGO DELIVERABLE SOYBEAN STOCKS",,0,Neutral
1265,"MINNEAPOLIS SPRING WHEAT CLOSES HIGHER",,0,Neutral
1266,"DELIVERABLE GRADE GUIDE",,0,Neutral
1267,"MINNEAPOLIS DELIVERABLE OAT STOCKS",,0,Neutral
1268,"PORK BELLY FUTURES CLOSE MIXED",,0,Neutral
1269,"COMEX SILVER FUTURES CLOSE ON HIGHS",,0,Neutral
1270,"TOLEDO DELIVERABLE WHEAT STOCKS",,0,Neutral
1271,"WORLD SUGAR FUTURES RALLY LATE SETTLE HIGHER",,0,Neutral
1272,"TOLEDO DELIVERABLE CORN STOCKS",,0,Neutral
1273,"LUMBER FUTURES TRIM LOSSES AT CLOSE",losses,-1,Negative
1274,"CHASE MANHATTAN TO CLOSE PERU CONSUMER OPERATION",,0,Neutral
1275,"ST LOUIS DELIVERABLE CORN STOCKS",,0,Neutral
1276,"TOLEDO DELIVERABLE SOYBEAN STOCKS",,0,Neutral
1277,"AVON SAYS IT TO BUY GIORGIO INC A FRAGRANCE COMPANY FOR 185 MLN DLRS",,0,Neutral
1278,"CANADIAN METALS  April 7",,0,Neutral
1279,"COMEX ALUMINUM FUTURES SETTLE UNCHANGED",,0,Neutral
1280,"KANSAS CITY DELIVERABLE GRAIN STOCKS",,0,Neutral
1281,"TWA SAYS MARCH SYSTEM LOAD FACTOR RISES TO 674 PCT FROM 604 PCT A YEAR AGO",,0,Neutral
1282,"MAGMA LOWERS COPPER PRICE 050 CT TO 6550 CTS",,0,Neutral
1283,"MINNEAPOLIS DELIVERABLE SPRING WHEAT STOCKS",,0,Neutral
1284,"YEUTTER WARNS CONGRESS ON TRADE RETALIATION",,0,Neutral
1285,"JEUMONTSCHNEIDER SETS UP CANADIAN SUBSIDIARY",,0,Neutral
1286,"US GOLD FUTURES END STRONGER NEAR DAYS HIGHS","gold, stronger",2,Positive
1287,"WASTE MANAGEMENT WMT CANNOT ACCOUNT FOR DROP",waste,-1,Negative
1288,"IRAQ CCC CREDIT GUARANTEES SWITCHED  USDA",,0,Neutral
1289,"AVON PRODUCTS AVP TO BUY GIORGIO FOR 185 MLN",,0,Neutral
1290,"NATIONAL AVERAGE PRICES FOR FARMEROWNED RESERVE",,0,Neutral
